PSA_ID,Domain,English,Kiswahili2,Somali,Dholuo,Kiswahili,Target_Languages,Source,Date,Metadata,Date_dt,en_len,sw_len
PSA004300,disaster,All healthcare workers are warned against harvesting. Use designated shelters where available.,Wafanyakazi wote wa afya wanaonywa dhidi ya uvunaji. Tumia makazi yaliyotengwa inapopatikana.,Dhammaan shaqaalaha daryeelka caafimaadka waxaa looga digayaa inay ka fogaadaan goosashada. Isticmaal hoy loogu talagalay meesha laga heli karo.,,Healthcare workers wote wameonywa dhidi ya harvesting. Tumia designated shelters zilizopo.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",IEBC Kenya,2024-03-22,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069322""}",2024-03-22,94,90
PSA004301,education,All motorists must update their records before March 15th.,Madereva wote lazima wasasishe rekodi zao kabla ya Machi 15.,Dhammaan darawallada waa inay cusbooneysiiyaan diiwaankooda ka hor Maarso 15.,,Motorists wote lazima update their records kabla ya March 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2025-06-05,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069348""}",2025-06-05,58,63
PSA004302,health,The Ethics and Anti-Corruption Commission warns against register online. Do not self-medicate.,Tume ya Maadili na Kupambana na Rushwa yaonya dhidi ya kujisajili mtandaoni. Usijitibu mwenyewe.,Guddiga Anshaxa iyo La-dagaallanka Musuqmaasuqa ayaa ka digaya in la iska diiwaan geliyo internetka. Ha is-daaweynin.,,The Ethics and Anti-Corruption Commission inaonya dhidi ya register online. Usifanye self-medicate.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Agriculture,2025-04-22,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069374""}",2025-04-22,94,99
PSA004303,education,Students must ensure all residents have national identity cards before vaccination.,Wanafunzi lazima wahakikishe wakazi wote wana vitambulisho vya taifa kabla ya chanjo.,Ardaydu waa inay hubiyaan in dhammaan dadka degan ay haystaan ​​​​kaararka aqoonsiga qaranka ka hor tallaalka.,,Students lazima wahakikishe kuwa residents wote wana national identity cards kabla ya vaccination.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2024-10-09,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.069403""}",2024-10-09,83,98
PSA004304,disaster,The National Police Service issues curfew notice for Turkana.,Huduma ya Kitaifa ya Polisi yatoa notisi ya kutotoka nje kwa Waturkana.,Adeegga Booliska Qaranka ayaa soo saaray ogeysiis bandow ah oo ku saabsan Turkana.,,The National Police Service inatoa curfew notice kwa Turkana.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-05-03,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069429""}",2025-05-03,61,61
PSA004305,agriculture,"The Social Health Authority announces tea prices at KSh 4,000 per 90kg bag.","Mamlaka ya Afya ya Jamii yatangaza bei ya chai kwa KSh 4,000 kwa kila mfuko wa kilo 90.","Hay'adda Caafimaadka Bulshada ayaa ku dhawaaqday qiimaha shaaha KSh 4,000 halkii bac ee 90kg ah.",,"The Social Health Authority inatangaza bei za tea kwa KSh 4,000 kwa 90kg bag.","{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-03-01,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.069457""}",2025-03-01,75,77
PSA004306,security,Civil servants must carry registration forms at all times.,Watumishi wa umma lazima wabebe fomu za usajili wakati wote.,Shaqaalaha dawladdu waa inay sitaan foomamka diiwaangelinta mar walba.,,Civil servants lazima wabebe registration forms wakati wote.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2025-03-10,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069481""}",2025-03-10,58,60
PSA004307,health,NOTICE: All Turkana must report the rains stop within the financial year.,TANGAZO: Waturkana wote lazima waripoti kusimama kwa mvua ndani ya mwaka wa fedha.,OGAYSIIS: Dhammaan Turkana waa inay soo sheegaan in roobabku joogsadeen sanadka maaliyadeed gudahiisa.,,ILANI: Turkana zote lazima zirejeleze the rains stop ndani ya the financial year.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2024-02-26,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069507""}",2024-02-26,73,81
PSA004308,security,All residents are advised to observe the 60km/h until further notice.,Wakazi wote wanashauriwa kufuata mwendo wa kilomita 60 kwa saa hadi taarifa zaidi itakapotolewa.,Dhammaan dadka deegaanka waxaa lagula talinayaa inay ilaaliyaan xawaaraha 60km/saacaddii ilaa amar dambe.,,Residents wote washauriwa kuzingatia 60km/h hadi tangazo jipya.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-01-21,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069534""}",2025-01-21,69,63
PSA004309,security,SECURITY ALERT: Avoid Mombasa due to terrorist threat.,TAHADHARI YA USALAMA: Epuka Mombasa kutokana na tishio la kigaidi.,DIGNIIN AMNIGA: Ka fogow Mombasa sababo la xiriira khatar argagixiso.,,TAHADHARI YA USALAMA: Epuka Mombasa kutokana na terrorist threat.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2025-02-03,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069563""}",2025-02-03,54,65
PSA004310,governance,All residents are directed to boil drinking water by next Monday.,Wakazi wote wameagizwa kuchemsha maji ya kunywa ifikapo Jumatatu ijayo.,Dhammaan dadka deegaanka waxaa la farayaa inay karkariyaan biyaha la cabbo Isniinta soo socota.,,Residents wote wameagizwa kufanya boil drinking water ifikapo next Monday.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2025-08-09,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069589""}",2025-08-09,65,74
PSA004311,disaster,The Social Health Authority issues health advisory for Wajir.,Mamlaka ya Afya ya Jamii yatoa ushauri wa afya kwa Wajir.,Hay'adda Caafimaadka Bulshada ayaa soo saartay talo bixin caafimaad oo ku saabsan Wajeer.,,The Social Health Authority inatoa health advisory kwa Wajir.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Disaster Operations Centre,2024-05-07,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069618""}",2024-05-07,61,61
PSA004312,agriculture,All fish farmers must move to higher ground to Mandera before 7:00 AM daily.,Wafugaji wote wa samaki lazima wahamie maeneo ya juu hadi Mandera kabla ya saa 1:00 asubuhi kila siku.,Dhammaan beeraleyda kalluunka waa inay u guuraan dhul sare oo u dhow Mandheera ka hor 7:00 subaxnimo maalin kasta.,,Fish farmers wote lazima move to higher ground kwenye Mandera kabla ya saa 7:00 AM kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2024-06-04,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.069646""}",2024-06-04,76,93
PSA004313,governance,The Ministry of Agriculture directs all teachers to undergo harvesting.,Wizara ya Kilimo inawaagiza walimu wote kupitia uvunaji.,Wasaaradda Beeraha waxay faraysaa dhammaan macallimiinta inay sameeyaan beerashada.,,The Ministry of Agriculture inaagiza teachers wote kupitia harvesting.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-08-16,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.069671""}",2024-08-16,71,70
PSA004314,disaster,The County Government announces relief food distribution to all vulnerable populations in the Coastal region.,Serikali ya Kaunti yatangaza usambazaji wa chakula cha msaada kwa watu wote walio katika mazingira magumu katika eneo la Pwani.,Dowladda Gobolku waxay ku dhawaaqday qaybin gargaar ah oo cunto ah oo loo fidinayo dhammaan dadka nugul ee ku nool gobolka Xeebta.,,The County Government inatangaza relief food distribution kwa vulnerable populations wote katika the Coastal region.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2025-07-18,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069698""}",2025-07-18,109,116
PSA004315,education,NOTICE: All universities must submit health records to the county health office by February 28th.,TANGAZO: Vyuo vikuu vyote lazima viwasilishe rekodi za afya kwa ofisi ya afya ya kaunti ifikapo tarehe 28 Februari.,OGAYSIIS: Dhammaan jaamacaduhu waa inay diiwaannada caafimaadka u gudbiyaan xafiiska caafimaadka degmada ugu dambayn 28-ka Febraayo.,,ILANI: universities zote lazima ziwasilishe health records kwenye the county health office ifikapo February 28th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",IEBC Kenya,2024-03-02,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069727""}",2024-03-02,97,113
PSA004316,governance,The National Police Service directs all teachers to undergo school reopening.,Huduma ya Kitaifa ya Polisi inawaagiza walimu wote kufunguliwa tena kwa shule.,Adeegga Booliska Qaranka ayaa faraya dhammaan macallimiinta inay dib u furaan iskuullada.,,The National Police Service inaagiza teachers wote kupitia school reopening.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-01-17,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069755""}",2025-01-17,77,76
PSA004317,education,NOTICE: All clinics must submit budget documents to the county education office by February 28th.,TANGAZO: Kliniki zote lazima ziwasilishe hati za bajeti kwa ofisi ya elimu ya kaunti ifikapo tarehe 28 Februari.,OGAYSIIS: Dhammaan xarumaha caafimaadka waa inay dukumentiyada miisaaniyadda u gudbiyaan xafiiska waxbarashada degmada ugu dambayn 28-ka Febraayo.,,ILANI: clinics zote lazima ziwasilishe budget documents kwenye the county education office ifikapo February 28th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2024-05-06,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069784""}",2024-05-06,97,113
PSA004318,agriculture,URGENT: All livestock farmers must complete registration before water levels subside.,HARAKA: Wafugaji wote lazima wakamilishe usajili kabla viwango vya maji havijapungua.,DEGDEG AH: Dhammaan beeraleyda xoolaha waa inay dhammaystiraan diiwaangelinta ka hor inta aysan heerarka biyuhu hoos u dhicin.,,HARAKA: livestock farmers wote lazima complete registration kabla ya water levels subside.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2024-11-12,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069812""}",2024-11-12,85,90
PSA004319,health,IEBC warns against practice handwashing. Do not share your personal information.,IEBC yaonya dhidi ya kunawa mikono kwa njia ya kunawa mikono. Usishiriki taarifa zako binafsi.,IEBC waxay ka digaysaa dhaqidda gacmaha. Ha la wadaagin macluumaadkaaga shakhsi ahaaneed.,,IEBC inaonya dhidi ya practice handwashing. Usifanye share your personal information.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2024-05-05,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.069839""}",2024-05-05,80,85
PSA004320,agriculture,URGENT: All students must verify their details before the situation stabilizes.,HARAKA: Wanafunzi wote lazima wahakikishe maelezo yao kabla hali haijatulia.,DEGDEG AH: Dhammaan ardaydu waa inay xaqiijiyaan faahfaahintooda ka hor inta aysan xaaladdu degin.,,HARAKA: students wote lazima verify their details kabla ya the situation stabilizes.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2025-08-08,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.069865""}",2025-08-08,79,84
PSA004321,security,The public is advised to avoid assessment in the county education office until the advisory is lifted.,Umma unashauriwa kuepuka tathmini katika ofisi ya elimu ya kaunti hadi ushauri utakapoondolewa.,Dadweynaha waxaa lagula talinayaa inay ka fogaadaan qiimeynta xafiiska waxbarashada degmada ilaa laga qaado la-talinta.,,Umma unashauriwa kuepuka assessment katika the county education office mpaka the advisory is lifted.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2025-06-07,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069891""}",2025-06-07,102,100
PSA004322,governance,The Kenya Red Cross reminds school administrators to vaccinate their animals before the end of this week.,Shirika la Msalaba Mwekundu la Kenya linawakumbusha wasimamizi wa shule kuwachanja wanyama wao kabla ya mwisho wa wiki hii.,Hay'adda Laanqeyrta Cas ee Kenya waxay xasuusineysaa maamulayaasha iskuulada inay tallaalaan xoolahooda ka hor dhammaadka toddobaadkan.,,The Kenya Red Cross inawakumbusha school administrators kufanya vaccinate their animals kabla ya the end of this week.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2025-08-31,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069919""}",2025-08-31,105,118
PSA004323,governance,The National Drought Management Authority reminds fishermen to move to higher ground before September 15th.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inawakumbusha wavuvi kuhamia maeneo ya juu kabla ya Septemba 15.,Hay'adda Qaranka ee Maareynta Abaaraha ayaa xasuusinaysa kalluumeysatada inay u guuraan dhul sare ka hor Sebtembar 15.,,The National Drought Management Authority inawakumbusha fishermen kufanya move to higher ground kabla ya September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2025-08-13,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069946""}",2025-08-13,107,120
PSA004324,agriculture,The National Police Service bans assessment from floodwaters.,Huduma ya Kitaifa ya Polisi yapiga marufuku tathmini dhidi ya maji ya mafuriko.,Adeegga Booliska Qaranka ayaa mamnuucaya qiimeynta ka timaadda daadadka.,,The National Police Service inakataza assessment kutoka floodwaters.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",IEBC Kenya,2025-03-29,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069971""}",2025-03-29,61,68
PSA004325,agriculture,The Kenya Plant Health Inspectorate Service bans training from unverified sources.,Huduma ya Ukaguzi wa Afya ya Mimea nchini Kenya yapiga marufuku mafunzo kutoka kwa vyanzo visivyothibitishwa.,Adeegga Kormeerka Caafimaadka Dhirta ee Kenya ayaa mamnuucay tababarrada laga helo ilo aan la xaqiijin.,,The Kenya Plant Health Inspectorate Service inakataza training kutoka unverified sources.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-08-29,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.069996""}",2024-08-29,82,89
PSA004326,agriculture,All farmers must submit tax returns to the National Disaster Operations Centre by July 1st.,Wakulima wote lazima wawasilishe marejesho ya kodi kwa Kituo cha Kitaifa cha Operesheni za Maafa ifikapo Julai 1.,Dhammaan beeraleyda waa inay soo gudbiyaan canshuur celinta Xarunta Hawlgallada Masiibooyinka Qaranka marka la gaaro Luulyo 1deeda.,,Farmers wote lazima viwasilishe tax returns kwa the National Disaster Operations Centre ifikapo July 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-06-30,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.070024""}",2025-06-30,91,105
PSA004327,governance,The Ethics and Anti-Corruption Commission announces semester amnesty for voter registration starting September 15th.,Tume ya Maadili na Kupambana na Rushwa yatangaza msamaha wa muhula kwa ajili ya uandikishaji wa wapiga kura kuanzia Septemba 15.,Guddiga Anshaxa iyo La-dagaallanka Musuqmaasuqa ayaa ku dhawaaqay cafis simistar ah oo loogu talagalay diiwaangelinta codbixiyeyaasha oo bilaabanaysa Sebtembar 15.,,The Ethics and Anti-Corruption Commission inatangaza msamaha wa siku semester kwa voter registration kuanzia September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-12-21,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.070056""}",2025-12-21,116,124
PSA004328,agriculture,Motorists are reminded to register for subsidized fertilizer program at Wajir.,Madereva wanakumbushwa kujiandikisha kwa mpango wa mbolea unaofadhiliwa huko Wajir.,Darawalada waxaa la xasuusinayaa inay iska diiwaan galiyaan barnaamijka bacriminta ee la kabayo ee Wajeer.,,Motorists wamekumbushwa kujisajili kwa subsidized fertilizer program kwenye Wajir.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2025-09-05,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.070081""}",2025-09-05,78,82
PSA004329,health,IEBC announces free extension services at all all constituencies this week.,IEBC yatangaza huduma za ugani bila malipo katika majimbo yote wiki hii.,IEBC waxay toddobaadkan ku dhawaaqday adeegyo kordhin bilaash ah dhammaan degmooyinka.,,IEBC inatangaza extension services ya bure katika all constituencies zote week hii.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2024-04-24,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.070109""}",2024-04-24,75,83
PSA004330,health,The public is advised to seek medical attention for difficulty breathing symptoms.,Umma unashauriwa kutafuta matibabu kwa dalili za ugumu wa kupumua.,Dadweynaha waxaa lagula talinayaa inay raadsadaan daryeel caafimaad si ay u ogaadaan calaamadaha neefsashada oo dhib ah.,,Umma unashauriwa kufanya seek medical attention kwa dalili za difficulty breathing.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2024-04-22,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.070134""}",2024-04-22,82,83
PSA004331,education,The Kenya Meteorological Department urges all civil servants to avoid unnecessary travel by 6:00 PM daily.,Idara ya Hali ya Hewa ya Kenya inawasihi watumishi wote wa umma kuepuka usafiri usio wa lazima ifikapo saa 12:00 jioni kila siku.,Waaxda saadaasha hawada ee Kenya waxay ku boorinaysaa dhammaan shaqaalaha rayidka ah inay ka fogaadaan safarrada aan loo baahnayn marka la gaaro 6:00 PM maalin kasta.,,The Kenya Meteorological Department inawahimiza civil servants wote kufanya avoid unnecessary travel ifikapo saa 6:00 PM kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2024-12-16,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.070187""}",2024-12-16,106,131
PSA004332,governance,The Kenya Plant Health Inspectorate Service announces semester amnesty for livestock movement starting August 1st.,Huduma ya Ukaguzi wa Afya ya Mimea Kenya yatangaza msamaha wa muhula kwa harakati za mifugo kuanzia Agosti 1.,Hay'adda Kormeerka Caafimaadka Dhirta ee Kenya ayaa ku dhawaaqday cafis simistar ah oo loogu talagalay dhaqdhaqaaqa xoolaha laga bilaabo 1-da Agoosto.,,The Kenya Plant Health Inspectorate Service inatangaza msamaha wa siku semester kwa livestock movement kuanzia August 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2025-09-21,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.070227""}",2025-09-21,114,122
PSA004333,agriculture,All livestock farmers must submit production reports to the police by June 30th.,Wafugaji wote lazima wawasilishe ripoti za uzalishaji kwa polisi ifikapo tarehe 30 Juni.,Dhammaan beeraleyda xoolaha waa inay booliska u soo gudbiyaan warbixinnada wax soo saarka kahor Juun 30keeda.,,Livestock farmers wote lazima viwasilishe production reports kwa the police ifikapo June 30th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2025-07-06,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.070257""}",2025-07-06,80,94
PSA004334,disaster,The Social Health Authority urges communities to move to higher ground to prevent soil erosion.,Mamlaka ya Afya ya Jamii inahimiza jamii kuhamia maeneo ya juu ili kuzuia mmomonyoko wa udongo.,Hay'adda Caafimaadka Bulshada waxay ku boorinaysaa bulshooyinka inay u guuraan dhul sare si looga hortago nabaad-guurka carrada.,,The Social Health Authority inawahimiza jamii kufanya move to higher ground ili kuzuia soil erosion.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2024-09-04,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.070284""}",2024-09-04,95,100
PSA004335,education,All tea farmers must boil drinking water before December 31st.,Wakulima wote wa chai lazima wachemshe maji ya kunywa kabla ya Desemba 31.,Dhammaan beeraleyda shaaha waa inay karkariyaan biyaha la cabbo ka hor Diseembar 31.,,Tea farmers wote lazima boil drinking water kabla ya December 31st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Agriculture,2025-10-04,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.070372""}",2025-10-04,62,67
