PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
468,Agriculture,PSA,Farmers in Muranga County can access a stable market for milk through 45 co-operatives and sell to Muranga County Creameries at Kshs. 35 per liter.,Wakulima katika Kaunti ya Muranga wanaweza kupata soko thabiti la maziwa kupitia vyama 45 na kuuza kwa Viwanda vya Maziwa ya Muranga kwa Kshs. 35 kwa lita.,Abashanga baki Muranga baria na ikagori oria naki bosi buya bw’aki mboka bwire 45 buya na bacha bosi buya Muranga County Creameries na Kshs. 35 per liter.,"Dhadho mar Muranga en gige ka inyuongo miliki maber kuom 45 co-operative, kendo ing'eyo ku Muranga County Creameries e Kshs. 35 kwa litre.",Farmers-ka Muranga County waxay heli karaan suuq xasilloon oo caanaha iyadoo loo marayo 45 is-kaashato iyo inay ka iibiyaan Caano-mareenada Muranga County Kshs. 35 litirkiiba.,https://kilimonews.co.ke/agriculture-policy/muranga-county-makes-a-mark-in-milk-and-avocado-production/,2026-07-14,scraped:Kilimo News - Policy
469,Agriculture,PSA,Farmers and agribusiness stakeholders are encouraged to engage in discussions and share knowledge about potato and sweet potato production for sustainable food systems.,Wakulima na washikadau wa biashara ya kilimo wanahimizwa kujihusisha katika majadiliano na kubadilishana maarifa kuhusu uzalishaji wa viazi na viazi mviringo kwa ajili ya mifumo endelevu ya chakula.,Abaragori naki abaki buya bosi omokirori boki abaki bosi naki ngoje buya buya ore bosi orokirori bwendo naki omotangari buya.,Nanga bende e waduong' gi jochunge e kendo ubiro konyo mar jogwedhi kendo jogwedhi mar pompa gi pompa marach kuom inji gi jalok mag wuonera.,Ayaa lagu dhiirigelinayaa beeralayda iyo dhinacyada ganacsiga beeraha inay ka wada hadlaan oo ay iska xog-wareystaan wax soo saarka baratuda iyo baratootiga macaan si loo sugo nidaamka cuntada waara.,https://kilimonews.co.ke/agriculture-policy/rwanda-sweet-potato-and-potato-second-and-third-crops-in-terms-of-production/,2026-07-14,scraped:Kilimo News - Policy
470,Agriculture,PSA,Eligible youth in Uganda can access opportunities under the new National Strategy for Youth Employment in Agriculture. Engage with the Ministry of Agriculture for details on participation.,Vijana wanaostahili nchini Uganda wanaweza kupata fursa chini ya Mkakati Mpya wa Kitaifa wa Ajira kwa Vijana katika Kilimo. Wasiliana na Wizara ya Kilimo kwa maelezo kuhusu ushiriki.,Abaki bateganire mu Uganda baria bakanjoka omokirigo bw'ogokora eng'anya bwarangire bu'Nyakabanda bu'Kigunda mu Bucungani. Wenda orokire Ombokiti ya Bucungani omokuboka omotembe.,Jong'wech madhi e Uganda nyalo kanyo nyura kata goyo ng'ato e ng'ato ma yudi chiegni ma Cheng' Kaka. Konyo kaka gi Ministry of Agriculture kuom mako yomok.,Dhallinyarada u qalma ee Uganda waxay heli karaan fursado hoos yimaada Istaraatiijiyadda Qaran ee Shaqaaleynta Dhallinyarada ee Beerta. La xiriir Wasaaradda Beeraha si aad u hesho faahfaahin ku saabsan ka qeybgalka.,https://kilimonews.co.ke/agriculture-policy/national-strategy-for-youth-employment-in-agriculture-in-uganda/,2026-07-14,scraped:Kilimo News - Policy
471,Agriculture,PSA,"The Agriculture Cluster Development Project (ACDP) has been expanded to 19 new districts in Uganda, enabling registered farmers to access subsidized farm inputs. Farmers must contribute 33% of the input cost.","Mradi wa Maendeleo ya Kikundi cha Kilimo (ACDP) umepanuliwa hadi katika wilaya 19 mpya nchini Uganda, ukiwezesha wakulima waliosajiliwa kupata pembejeo za kilimo zilizopunguziliwa bei. Wakulima wanapaswa kuchangia 33% ya gharama za pembejeo.","Project ya Agriculture Cluster Development (ACDP) yongerewonje mu districts 19 ogendani Uganda, ikinyora abarozi abakatigana ku getera obuhingi bwekutonga. Abarozi bakenye gupanga 33% y'iko ono.","Agriculture Cluster Development Project (ACDP) remiye ku 19 diko mar Uganda, ma en machiegni ruothi duto kuom wach veryo gi farm inputs. Ruothi nogech gi 33% mar input cost.","Mashruuca Horumarinta Klustarada Beeraha (ACDP) ayaa la ballaariyey ilaa 19 degmo cusub oo ku yaal Uganda, taasoo u oggolaaneysa beeralayda diiwaangashan inay helaan agab beeraha oo hoos loo dhigay. Beeralaydu waxay tahay inay qayb ka qaataan 33% kharashka agabka.",https://kilimonews.co.ke/agriculture-policy/agriculture-cluster-development-project-acdp-rolled-out-to-more-districts-across-uganda/,2026-07-14,scraped:Kilimo News - Policy
472,Agriculture,PSA,Farmers can now access agricultural guidance via the new Kilimo Call Centre's toll-free line. Youth groups and ICT experts are encouraged to utilize this initiative for job creation in agriculture.,Wakulima sasa wanaweza kupata mwongozo wa kilimo kupitia laini bila malipo ya Kituo cha Simu cha Kilimo. Vikundi vya vijana na wataalam wa ICT wanahimizwa kutumia mpango huu kuunda ajira katika kilimo.,Abakirori batarera korera amaki ekirugendo bw'ogetenge ekitanga kilimo Call Centre ng'otagorokire. Abagene n'amasoko eICT bategereili korera ejogorokero kegsikrigana ereri mu kilimo.,"Ng'ato maber, chieyo kanyam, owang' miyo wadh kakodegi weche duto mag Kilimo Call Centre. Wang'ni mar joduma mar youth nyalo yeng' yoregi nyaka watinda hiyo kendo wadh kakodegi k'agriculture.",Farmers-ka ayaa hadda heli kara talooyin ku saabsan beeraha iyada oo loo marayo xarunta wicitaanka Kilimo oo lacag la’aan ah. Kooxaha dhallinyarada iyo khubarada ICT waxaa lagu dhiirigelinayaa inay ka faa'iidaystaan hindisahan si ay shaqooyin uga abuuraan beeraha.,https://kilimonews.co.ke/agriculture-policy/new-youth-led-call-center-initiative-launched-by-minister-for-agriculture-animal-industry-and-fisheries/,2026-07-14,scraped:Kilimo News - Policy
473,Agriculture,PSA,"The Agricultural Sector Transformation and Growth Strategy 2019-2029 is now in effect, guiding farmers and agribusiness stakeholders to align with national agricultural policies.","Mkakati wa Mabadiliko na Ukuaji wa Sekta ya Kilimo 2019-2029 sasa umeanza kutumika, ukiongoza wakulima na wadau wa biashara za kilimo ili kuendana na sera za kilimo za kitaifa.","Omosera okenye naki okiyaki bukirori bw'ogotore naki bw'ogotere 2019-2029 buñai bwagwaki, buyaire omosera na abarandi ba buyaire bataroria hamwe na maakarani bw'ogotore bw'ogotere.","Strategi mar ginyamre e tich mamoko bang’ gino 2019-2029 ne nyalo chako, omiya wuod kanyamre kod wotieno mar ginyamre to anyalo konyo kaka bende pok owacho mag ginyamre mar Kenya.","Istaraatiijiyadda Isbedelka iyo Kordhinta Beeraha 2019-2029 ayaa hadda dhaqan gal ah, waxayna gacan qabataa beeraleyda iyo daneeyayaasha ganacsiga beeraha si ay ula jaanqaadaan siyaasadaha qaranka ee beeraha.",https://kilimonews.co.ke/agriculture-policy/latest-agriculture-strategy-for-kenya/,2026-07-14,scraped:Kilimo News - Policy
474,Agriculture,PSA,Farmers in the Netherlands must register all livestock and obtain a Unique Business Number (UBN) for compliance. Ensure proper tagging and on-farm records.,Wakulima nchini Uholanzi wanapaswa kujisajili wanyama wote na kupata Nambari Mahususi ya Biashara (UBN) ili kutimiza sheria. Hakikisha kuweka alama sahihi na rekodi za shamba.,Abanyoreri bano na Netherlands bategere omokiri waki na bakore Obwonchori buya (UBN) oserera. Naki omoka omobori bwaki na enbenge za buya.,Dhi nyaka farmer mokuongo ma Nyandusia timo chuth chon piny ka ogend ndalo e iwoneno gi Unique Business Number (UBN) maler. Nyalo joma chuth gi chike kod onger konyo.,Beeraleyda Nederland waa in ay iska diiwaan geliyaan dhammaan xoolaha oo ay helaan Lambarka Ganacsi Gaarka ah (UBN) si ay u waafaqaan. Hubi inay si sax ah u calaamadayaan xoolaha iyo in ay haystaan diiwaannada beerta.,https://kilimonews.co.ke/general-news/kilimo-talk-livestock-registration-in-netherlands/,2026-07-14,scraped:Kilimo News - Policy
475,Agriculture,PSA,Small-scale tea farmers are encouraged to enhance the quality of their produce to secure better prices.,Wakulima wadogo wa chai wanahimizwa kuboresha ubora wa mazao yao ili kupata bei bora zaidi.,Abogaki baki bori batichire buya bwaki bwane buya buori buno boci.,Gik ma nyalo chako matind tamarind gi ng'wino pwodhi to iwinj kod maber.,Farmerada shaaha ee yaryar waxaa lagu boorinayaa inay kor u qaadaan tayada alaabtooda si ay u helaan qiimo wanaagsan.,https://kilimonews.co.ke/general-news/prescription-for-the-tea-sector/,2026-07-14,scraped:Kilimo News - Policy
476,Agriculture,PSA,Bungoma County has established a Sh230 million Agriculture Institutions Development Corporation to modernize and finance key agricultural institutions. Farmers are encouraged to engage with this new body for support in agricultural development.,Kaunti ya Bungoma imeanzisha Shirika la Maendeleo ya Taasisi za Kilimo la Sh230 milioni ili kuboresha na kufadhili taasisi muhimu za kilimo. Wakulima wanahimizwa kushirikiana na shirika hili jipya kwa msaada katika maendeleo ya kilimo.,Bungoma Kaunti yakiendeleze Sh230 miriyoni Oria Ikanya Ibara Ikitwe moke oria ogetane naki mwaki na oborori. Abagori baramachire okere omokwege buaganya oria buororiete.,Bungoma County nyalor Sh230 million Agriculture Institutions Development Corporation ok nyalogi modhiere to kod jomok. Jomok nyaka pwodhi kuom nyaka ginyal chuny mar dhano.,Bungoma County waxay dhisatay Sh230 million Hay'adda Horumarinta Dhaqaalaha Beeraleyda si loo casriyeeyo loona maalgeliyo hay'adaha muhiimka ah ee beeraleyda. Beeraleyda waxaa lagu dhiirigelinayaa inay la xiriiraan hay'addan cusub si ay u helaan taageero horumarinta beeraleynta.,https://kilimonews.co.ke/counties/bungoma-county-creates-sh230-million-corporation-to-transform-agricultural-institutions/,2026-07-14,scraped:Kilimo News - Policy
477,Agriculture,PSA,"Kenyan coffee growers can benefit from direct sales, which yielded USD 49.24 million this season — an average of USD 406 per 50-kg bag, nearly 20% more than auction prices. Consider selling directly for better earnings.","Wakulima wa kahawa nchini Kenya wanaweza kunufaika na mauzo ya moja kwa moja, yaliyotoa USD 49.24 milioni msimu huu — wastani wa USD 406 kwa mfuko wa kilo 50, karibu asilimia 20 zaidi ya bei za mnada. Fikiria kuuza moja kwa moja kwa faida bora.","Abagire buya baki mugumu bwakikonyire bakinyega mimitu, bu kayogo USD 49.24 miliyoni bu bwakirage — abaki bu USD 406 bu 50-kg buye, bugera 20% bu naki bwekire bu auction. Naki oria oria buya bu konyere bu kinyegere.","Ababaki ma kopi Kenya oting' e kita chalo maler, ka ochung' USD 49.24 million e mwaka osee — joma odhiero piny, USD 406 piny 50-kg bag, yore ni 20% ka tich miyo. Tingo ni owachia kita chalo maler kuom weche puonj.","Beeralayda kafee ee Kenya waxay ka faa'iidaysan karaan iibka tooska ah, taas oo keentay USD 49.24 milyan xilli ciyaareedkan — celcelis ahaan USD 406 bacda 50-kg ah, oo ku dhowaad 20% ka badan qiimaha madaxa. Ka fiirso inaad si toos ah u iibiso si aad u hesho faa'iidooyin ka fiican.",https://kilimonews.co.ke/general-news/coffee-direct-sales-rake-in-usd-49-million-and-beat-auction-by-20/,2026-07-14,scraped:Kilimo News - Policy
478,Agriculture,PSA,SACCO members are assured that their savings are not at risk; claims about government access to these funds for infrastructure projects are false and legally unfounded.,Wajumbe wa SACCO wanahakikishiwa kwamba akiba zao ziko salama; madai kuhusu serikali kupata ufikiaji wa fedha hizo kwa miradi ya miundombinu si ya kweli na hayana msingi wa kisheria.,Abaki ba SACCO baigori omokiruo bw'ogoomo bwabo; eromoshonchaki kera orejoore oryaki okebwatunyi omokiri bw'ogoomo buno bw'embu mw'igenje na obwakire.,Membere maler gi SACCO wacho ni thum gi dako; kamano miyo gi chier ma ok timo kanyo kuom nyiso ma kwom serikali e magero mar infrastructure ne en owuon gi ng'ato.,Xubnaha SACCO-da waxaa la xaqiijinayaa in kaydka ay leeyihiin aan halis ku jirin; sheegashada ah in dowladda ay heli karto lacagahaan mashaariicda kaabayaasha waa been abuur iyo mid sharci darro ah.,https://kilimonews.co.ke/general-news/cooperatives-dismiss-claims-government-will-use-sacco-savings-to-fund-infrastructure-projects/,2026-07-14,scraped:Kilimo News - Policy
479,Agriculture,PSA,Uasin Gishu entrepreneurs can now engage with proposed policy reforms and financing opportunities. Stay informed on the Draft MSME Policy 2025 and the MSE Amendment Bill 2025.,Wajasiriamali wa Uasin Gishu sasa wanaweza kushiriki katika mapendekezo ya marekebisho ya sera na fursa za ufadhili. Kuwa na habari kuhusu Rasimu ya Sera ya MSME 2025 na Muswada wa Marekebisho ya MSE 2025.,Abakire bu Uasin Gishu bategere eng'enda boki bori bwaki bwatia na masinana. Bwakire oria Bwakere bwa Draft MSME Policy 2025 na MSE Amendment Bill 2025.,Wana biashara ku Uasin Gishu karie nyaka kueng' ng'iyo maenyo mawuok gi ndiri mar policy to golo manoch. Adek yore nyaka kar kanyakre gi Draft MSME Policy 2025 to MSE Amendment Bill 2025.,Ganacsatada Uasin Gishu hadda waxay ka qaybqaadan karaan isbeddellada siyaasadeed la soo jeediyay iyo fursadaha maalgelinta. La soco Qorshaha MSME ee 2025 iyo Xeerka Wax-ka-beddelka MSE ee 2025.,https://kilimonews.co.ke/general-news/msea-snv-empower-more-than-500-uasin-gishu-entrepreneurs-through-policy-awareness-forums/,2026-07-14,scraped:Kilimo News - Policy
480,Agriculture,PSA,"The Nairobi Coffee Exchange reports that the recent auction sold 412 tonnes of coffee, translating to a gross return of KES 129 per kilogram of cherry.","Mbenki ya Kahawa ya Nairobi inaripoti kwamba oksijeni ya hivi karibuni iliuza tani 412 za kahawa, ikitoa faida ya jumla ya KES 129 kwa kila kilogramu ya cheriy.","Nairobi Coffee Exchange ikinyegetereka oria auction ya atuma 412 tonnes ya kahawa, ikagendereka omokiri KES 129 naki kilogram ya cherry.","Nairobi Coffee Exchange oseth gi chako ni aoro 412 tonnes ma ikatigo ka auction, kendo ogendini to kod KES 129 kwa kilogram mar cherry.","Nairobi Coffee Exchange ayaa soo diyaarisay in iibkii ugu dambeeyay uu siiyey 412 tan oo bun ah, taasoo u dhiganta dakhli guud oo gaadhaya KES 129 kiilogaraamkiiba cherry.",https://kilimonews.co.ke/agricultural-products/kieni-crowns-sale-30-as-nce-moves-412-tonnes-of-coffee-worth-sh345-million/,2026-07-14,scraped:Kilimo News - Policy
481,Agriculture,PSA,"Murang'a County is offering commercial mango farming support, including contracts with juice manufacturers and cooperative formation. Farmers are encouraged to participate for improved income.","Kaunti ya Murang'a inatoa msaada wa kilimo cha maua ya embe, ikiwa ni pamoja na mikataba na watengenezaji wa juisi na uundaji wa ushirika. Wakulima wanahimizwa kushiriki ili kuboresha mapato yao.","Nya Murang'a ekorenda oboragori bwenge bwaberebwe, kuse agedera akorori naki chichogenda kiibire. Aboragori barambiire kuja mwaki bwogokaraki obokire.","Murang'a kouth nyaka pengine kuom mango mar kanyal, ka kanyakre manoni kanyakre ne juice manufacturers to kanyal mar cooperatives. Agolo ma konyo to gima osing'or.","Degmada Murang'a waxay bixisaa taageero beero xareed ah, oo ay ku jiraan qandaraasyo la leh wax-soo-saareyaasha casiirka iyo sameynta iskaashatada. Beeraleyda waxaa lagu dhiirigelinayaa inay ka qaybqaataan si ay dakhliga u hagaajiyaan.",https://kilimonews.co.ke/counties/how-muranga-county-is-using-technology-market-access-and-ecological-planning-to-transform-agriculture/,2026-07-14,scraped:Kilimo News - Policy
482,Agriculture,PSA,"The government has authorized the duty-free importation of 500,000 metric tonnes of rice, impacting local farmers. Urgent action is needed to clear unsold rice stock before imports begin.","Serikali imeidhinisha uagizaji wa pishi 500,000 bila kodi, ambao utaathiri wakulima wa ndani. Hatua za haraka zinahitajika kufungua akiba ya mchele usiouseka kabla ya kuanza kwa uagizaji.","Obwaki bwakirire bwong'ende emokiri oria 500,000 metric tonnes ya chonga, bwaki inogere buya buya buya bwono boki. Naki bwakire buya bwanjoge omogori bwanasi omogori oria buya buya bwaki.","Chik kendo govenomen olera mabor ma 500,000 metric tonnes mar chako, ne okonyo jok masira. Tich mosomo owinjo ewi chako kendo osiep goyo mar chako to nyalo mwandu.","Dowladdu waxay oggolaatay in la keeno 500,000 oo tan oo bariis ah oo canshuur la’aan ah, arrintan waxay saameyn ku yeelaneysaa beeraleyda maxalliga ah. Waxay lagama maarmaan tahay in la qaado tallaabo degdeg ah si loo nadiifiyo kaydka bariiska aan la iibin ka hor intaan la bilaabin soo deynta.",https://kilimonews.co.ke/agriculture-politics/kirinyaga-leaders-protest-duty-free-rice-imports-as-government-cites-food-security/,2026-07-14,scraped:Kilimo News - Policy
483,Agriculture,PSA,Farmers are facing increased costs due to high animal feed prices driven by a concentrated market. Stay informed about market changes and seek alternative suppliers to manage costs effectively.,Wakulima wanakumbana na ongezeko la gharama kutokana na bei za malisho ya wanyama zinazoenda juu kwa sababu ya soko lililo na washindani wachache. Kuwa na maarifa kuhusu mabadiliko ya soko na tafuta wauzaji mbadala ili kudhibiti gharama kwa ufanisi.,Abashamba bataria buya buya bwachukire bwabi omogori ogwakubetereka na buya bwogenda bwana bwabwaki. Naki ekirenda bogenagire ebichenga na konyorera abaki bazuri boti no kugonza buya bwabwaki.,Jodongo gi tich manoyo keth e makelo mar tich manok gi jit mar nyasaye. Rii kuom tich maber kuom nyaka adhi konyo piny mondo uthero keth.,"Beeralaydu waxay la kulmaan koror ku yimaada kharashyada sababta oo ah qiimaha cuntooyinka xoolaha oo sareeya, waxayna sabab u tahay suuqa diirran. La soco isbedellada suuqa oo raadi alaab-qeybiyeyaal kale si aad si hufan u maareyso kharashyada.",https://kilimonews.co.ke/agriculture-politics/four-companies-dominate-animal-feed-market-in-kenya-raising-food-prices-and-hurting-farmers-says-report/,2026-07-14,scraped:Kilimo News - Policy
484,Agriculture,PSA,"Tanzanian and Malawian trade in agricultural products will resume on May 2, 2025. Stakeholders should prepare for this reopening of commercial ties.","Biashara ya bidhaa za kilimo kati ya Tanzania na Malawi itaanza tena tarehe 2 Mei, 2025. Washikadau wanapaswa kujiandaa kwa kufungua tena uhusiano wa kibiashara.","Omosang'ana na Malawina bori buya kekenye bw'ogigenya buya, May 2, 2025. Abashandiri batarakore buya boibori bw'ogigenya buya.","Katrina mar Taanzania kod Malawi mango mag ndalo maber kanyakla kuom May 2, 2025. Wabiro nying' ma wan kendo wanigi chiegni iduogo mar kachien.","Ganacsiga Alaabta Beeraha ee Tanzaniya iyo Malawi wuxuu dib u bilaabm doonaa May 2, 2025. Qaybaha daneynaya waa in ay is diyaariyaan furitaanka xiriirka ganacsi.",https://kilimonews.co.ke/agriculture-politics/tanzaniamalawi-trade-to-resume-under-new-bilateral-agreement/,2026-07-14,scraped:Kilimo News - Policy
485,Agriculture,PSA,Tanzania warns of an impending ban on all agricultural imports from Malawi and South Africa if their current trade restrictions are not lifted by Wednesday next week.,Tanzania inatoa onyo kuhusu marufuku inayokuja ya uagizaji wa mazao yote kutoka Malawi na Afrika Kusini ikiwa vizuizi vya biashara havitafutwa kufikia Jumatano ijayo.,Tanzania ikiriga buya bw'ekiwilliria bw'enzanika ya bwenyisho bwose okuva ku Malawi na Afrika Kusini buya bw'ekiraga bwaki bwing'eri bworagwe buki ye upweke rwaki ng'osi esaiwa.,Tanzania oyiero kuom yawe mar nyiso gi piny ok odeso ni malo nyise mag agik e piny Malawi kod piny South Africa ka nyise mag kido ma ok anyalo timo.,Tansaaniya waxay ka digeysaa in ay sooni doonto mamnuucid ku saabsan dhammaan soo dejinta dalagyada ee Malawi iyo Koonfur Afrika haddii xayiraadaha ganacsi ee hadda jira aan la qaadayyn Arbacada todobaadka soo socda.,https://kilimonews.co.ke/agriculture-politics/tanzania-warns-malawi-and-south-africa-as-countries-ban-each-others-agriculture-produce/,2026-07-14,scraped:Kilimo News - Policy
486,Agriculture,PSA,"The COMESA Court of Justice has ruled on the use of safeguard measures, emphasizing that countries must avoid arbitrary trade barriers. Stakeholders should stay informed on trade regulations to ensure compliance.","Mahakama ya Haki ya COMESA imetoa uamuzi kuhusu matumizi ya hatua za kinga, ikisisitiza kwamba nchi zinapaswa kuepuka vizuizi vya biashara visivyokuwa na msingi. Wahusika wanapaswa kuendelea kupata taarifa kuhusu kanuni za biashara ili kuhakikisha kufuata sheria.","Inyang'ana ya COMESA mosi ogenda kworeri omokireri bwakire, ikabere omokireri oremokire oigana buya emere omokireri. Abashandi nabo bochidunedha omokireri bwakire okwabere omorori.",COMESA Court of Justice osemiyo ching' koni ma gima bende otere trade barriers mar lweny. Wadhodhi drok kama wacho nyaka gorie e ching' trade koro konyo compliance.,"Maxkamadda Cadaaladda ee COMESA ayaa go'aan ka gaartay isticmaalka tallaabooyinka ilaaliya, iyadoo sheegtay in dalalka ay tahay in ay ka fogaadaan caqabadaha ganacsi ee aan cadaalad ahayn. Ka qaybgalayaasha waa in ay la socodsiiyaan xeerarka ganacsiga si loo hubiyo in la raaco.",https://kilimonews.co.ke/agriculture-politics/landmark-decision-on-safeguard-measures-by-the-comesa-court-of-justice/,2026-07-14,scraped:Kilimo News - Policy
487,Agriculture,PSA,Chege Kirundi has been elected as the new Chairman of KTDA Holdings Board. Tea farmers should stay informed of any upcoming changes in policies or operations.,Chege Kirundi amechaguliwa kuwa Mwenyekiti mpya wa Bodi ya KTDA Holdings. Wakulima wa chai wanapaswa kuendelea kuwa na taarifa juu ya mabadiliko yoyote yanayoweza kuja katika sera au operesheni.,Chege Kirundi omogori omokiri osiba omosherele wa KTDA Holdings. Abakung'anya cha omokiri basibori omokiri konyaki bw'ogenda bw'ogotego.,Chege Kirundi nuo gi ugeni mar Chairman ma KTDA Holdings Board. Abwaki maber ka wath e young mar kit keth gi nyiso kendo chalo mar ng’ama.,Chege Kirundi ayaa loo doortay Guddoomiyaha cusub ee Guddiga KTDA Holdings. Beeralayda shaaha waa inay xog ka helaan isbeddel kasta oo dhici kara siyaasadaha ama hawlgallada.,https://kilimonews.co.ke/agriculture-politics/chege-kirundi-replaces-njeru-as-ktda-holdings-chairman/,2026-07-14,scraped:Kilimo News - Policy
488,Agriculture,PSA,"Farmers are encouraged to adopt the new Waithera bean variety, which offers higher yields and resilience to climate change. Contact KALRO for more information on seed availability.","Wakulima wanahimizwa kupitisha aina mpya ya maharagwe ya Waithera, ambayo inatoa mavuno makubwa na kustahimili mabadiliko ya tabianchi. Wasiliana na KALRO kwa maelezo zaidi kuhusu upatikanaji wa mbegu.","Abagosi baragori omogori bw'Waithera, ekiri omogori oguhana na omogori bwaki naki obokibori bw'ogere. Moiga KALRO omokinyang'ania iboncho oria bwakire bw'egeni.","Nanga buwayi kuom Waithera bean, kaka en bura manyien e gonde kendo maoketo kod chanje mar nyasa. Golo KALRO kod more information e yo ng'eyo.","Dalagga waxaa loogu baaqay inay qaataan nooca cusub ee digirta Waithera, oo bixiya wax-soosaar sare iyo adkaysi aanay cimiladu saameyn. La xidhiidh KALRO si aad u hesho macluumaad dheeraad ah oo ku saabsan helitaanka abuurka.",https://kilimonews.co.ke/science-and-technology/waithera-replaces-wairimu-as-improved-beans-expected-to-raise-farm-incomes-and-reduce-imports/,2026-07-14,scraped:Kilimo News - Policy
489,Agriculture,PSA,Farmers and agribusiness stakeholders are encouraged to adopt research-driven technologies to improve livelihoods and achieve food security. Stay informed on innovations following the KALRO conference.,Wakulima na wadau wa biashara za kilimo wanahimizwa kukubali teknolojia zinazotokana na utafiti ili kuboresha maisha na kufikia usalama wa chakula. Endelea kufuatilia uvumbuzi baada ya mkutano wa KALRO.,Abagere buya na abashoka b’egikonyo barereriwe kugana n'ekoreri okwong'ere omogendori naki osokire buya. Naki obwaki bigezani bw'ogendirie kosi nyandogo ogenda KALRO.,Owino ni jowegi mag buse ne gichako ka nopwore chung' neno machielo kendo ni nyasi. Ikonyo piny kamano kuom nanga mar KALRO.,Beeralayda iyo daneeyayaasha ganacsiga beerta waxaa lagu dhiirrigelinayaa inay qaataan teknoolojiyada cilmi-baarista si ay u hagaajiyaan noloshooda iyo gaarista amniga cuntada. La soco hal-abuurka ka dhalanaya shirka KALRO.,https://kilimonews.co.ke/science-and-technology/from-laboratory-to-farm-kalro-conference-pushes-for-research-that-changes-lives/,2026-07-14,scraped:Kilimo News - Policy
490,Agriculture,PSA,Farmers and agribusiness stakeholders are encouraged to adopt climate-smart water and soil management practices to enhance agricultural resilience against climate change impacts.,Wakulima na wadau wa biashara ya kilimo wanak encouraged kubadili mbinu za usimamizi wa maji na udongo zinazozingatia mabadiliko ya tabianchi ili kuongeza uwezo wa kilimo kukabiliana na athari za mabadiliko ya tabianchi.,Abagabandi nakiwaki ba agri-business baria naki ekibiri omokiraita ebiona bise abakire bwang'ira eng'endo naki ohunia oria omokiraita bwaki.,"Oberni kata ma nyaka, timo mar joma ngete, to jochakoyo nyaka konyo dhoromo ma duto goyo, kendo nyaka chako tich mar thuran gigo e yo, yore ma jowete e wach mar somo.",Farmers iyo daneeyayaasha ganacsiga beeraha waxaa lagu dhiirigelinayaa inay qaataan hababka maaraynta biyaha iyo ciidda ee ku habboon cimilada si ay u xoojiyaan adkeysiga berri ee saamaynta isbeddelka cimilada.,https://kilimonews.co.ke/science-and-technology/turning-climate-challenges-into-opportunities-through-smart-water-and-soil-management/,2026-07-14,scraped:Kilimo News - Policy
491,Agriculture,PSA,Farmers in Uganda can now access a locally developed anti-tick vaccine to combat tick-borne livestock diseases. Visit the National Livestock Resources Research Institute for more information.,Wakulima nchini Uganda sasa wanaweza kupata chanjo ya kupambana na mbu wa ng'ombe iliyotengenezwa hapa nchini ili kukabiliana na magonjwa ya mifugo yanayosababishwa na mbu. Tembelea Taasisi ya Utafiti wa Rasilimali za Mifugo ya Taifa kwa taarifa zaidi.,Abashokoti b'Uganda bakenye bikhang'ane oegana oirokoro buya buya bwakare buya omokile buya bwanienyangi. Naki buya kika ekirangi ya National Livestock Resources Research Institute.,Kanye oganda nyaka tere vacine mar tik ka ohero nyithindo mar nyasaye. Konyo Nyanja mar Nyasaye kuom golo moe.,"Farmers-ka Uganda hadda waxay heli karaan tallaalka ka dhanka ah xanuunada xoolaha ee ka yimaada caarada, oo si maxalli ah loo horumariyey. Booqa Machadka Cilmi-baarista Kheyraadka Xoolaha Qaranka si aad u hesho macluumaad dheeraad ah.",https://kilimonews.co.ke/science-and-technology/museveni-commissions-ugandas-first-anti-tick-vaccine-production-plant/,2026-07-14,scraped:Kilimo News - Policy
492,Agriculture,PSA,"Farmers can cultivate high-yielding cassava and other GMOs if they choose; however, regulatory oversight and ongoing legal challenges are in place.","Wakulima wanaweza kulima mihogo yenye mavuno mengi na GMO zingine wanapochagua; hata hivyo, kuna usimamizi wa kisheria na changamoto za kisheria zinazoendelea.","Abakera baria banao batege omokireri omokerenda omokireri bw’aki, nyasa naki abarere omogori naki ki? Naki omoreri orinde naki abari ba buya.","Wang' dudi en ragwe gi cassava nabich mwul oher GMO, pero miyo kak dipoch gi joma gogo dhok.","Beeraleydu waxay beeri karaan cawska miraha badan iyo GMO kale haddii ay doortaan; si kastaba ha ahaatee, ilaalinta xeerarka iyo caqabadaha sharciga ah ayaa jirta.",https://kilimonews.co.ke/science-and-technology/nba-assures-gmos-are-optional-amid-court-delays-on-high-yielding-cassava/,2026-07-14,scraped:Kilimo News - Policy
